ppid,status,name,brand,stars,reviews,questions,answers,love,price,size,category,countries,stars1,stars2,stars3,stars4,stars5,discontinued
P410849,full,Rain Scented Candle,Clean,,,,,,,,,,0,0,0,0,0,True
P410853,full,Rain Room and Linen Spray,Clean,,,,,,,,,,0,0,0,0,0,True
P410856,full,Warm Cotton Room and Linen Spray,Clean,,,,,,,,,,0,0,0,0,0,True
P410859,full,Skin Reed Diffuser,Clean,,,,,,,,,,0,0,0,0,0,True
P410867,full,Fresh Eyes Maracuja Waterproof Eye Makeup Remover Wipes,Tarte,3.7885,52.0,1.0,5.0,3458.0,12.0,30 wipes,Skincare:Cleansers:Makeup Removers,,7,5,6,8,26,False
P410870,full,Kiss & Blush Strobing Universal Highlighter,Yves Saint Laurent,,,,,,,,,,0,0,0,0,0,True
P410873,full,Honey Potion Renewing Antioxidant Hydration Mask with Echinacea GreenEnvy™,Farmacy,4.3454,249.0,17.0,76.0,21058.0,56.0,4.1 oz/ 117 g,Skincare:Masks:Face Masks,,16,16,11,29,178,False
P410874,full,Correct+ Melting Boost,Karuna,5.0,1.0,1.0,0.0,618.0,18.0,8 sheets x 4 dots,Skincare:Masks:Sheet Masks,,0,0,0,0,1,False
P410875,full,Spot+ Melting Boost,Karuna,5.0,1.0,2.0,0.0,937.0,18.0,8 sheets x 4 dots,Skincare:Masks:Sheet Masks,,0,0,0,0,1,False
P410876,full,Under Eye+ Melting Boost,Karuna,3.6667,3.0,0.0,0.0,916.0,18.0,8 sheets x 2 strips,Skincare:Masks:Sheet Masks,,1,0,0,0,2,False
P410877,full,Skin Clarifying Duo,Karuna,4.6667,6.0,1.0,1.0,1076.0,12.0,,Skincare:Masks:Sheet Masks,,0,0,0,2,4,False
P410878,full,Skin Reviving Duo,Karuna,5.0,2.0,0.0,0.0,688.0,12.0,,Skincare:Masks:Sheet Masks,,0,0,0,0,2,False
P410879,full,Skin Brightening Duo,Karuna,3.6667,6.0,1.0,0.0,1067.0,12.0,,Skincare:Value & Gift Sets,,0,1,2,1,2,False
P410880,full,Essentials Collection,Amorepacific,4.9412,17.0,1.0,0.0,3460.0,65.0,,Skincare:Value & Gift Sets,CA,0,0,0,1,16,False
P410881,full,Hello Sunshine Suncare Starter Kit,Supergoop!,3.8571,7.0,1.0,2.0,2329.0,15.0,,Skincare:Value & Gift Sets,CA,0,1,2,1,3,False
P410882,full,Electric Pink Deluxe Set,Ghd,5.0,2.0,5.0,2.0,1260.0,325.0,,Hair:Value & Gift Sets,,0,0,0,0,2,False
P410883,full,Acne Clearing Wash,Peter Thomas Roth,4.3261,46.0,7.0,24.0,3447.0,38.0,8.5 oz,Skincare:Cleansers:Face Wash & Cleansers,AU:CA,4,2,0,9,31,False
P410884,full,Acne Spot and Area Treatment,Peter Thomas Roth,4.16,50.0,5.0,7.0,2804.0,19.0,0.5 oz,Skincare:Treatments:Face Serums,AU:CA,5,1,5,9,30,False
P410886,full,Mini Lip Color,Milk Makeup,3.8077,26.0,0.0,0.0,5314.0,12.0,0.04 oz,Makeup:Lip:Lipstick,JP:KR:NL:GB:DE:NO,1,4,5,5,11,False
P410888,full,Teint Idole Ultra Longwear Cushion Foundation SPF 50,Lancôme,4.1375,80.0,20.0,33.0,8303.0,47.0,0.45 oz/ 13.31 mL,Makeup:Face:Foundation,JP:SE:KR:NL:GB:DE:NO,3,9,10,12,47,False
P410889,full,Neon Pop! - Neon Nail Polish Set,Formula X,2.0,2.0,0.0,0.0,735.0,13.25,,Makeup:Nail:Nail Sets,CA,1,0,1,0,0,False
P410892,full,SHINE XCEL - Nail Top Coat,Formula X,4.1765,17.0,3.0,2.0,1549.0,5.0,0.04 oz,Makeup:Nail:Nail Polish,,1,2,1,2,11,True
P410893,full,PRIME XCEL – Nail Base Coat,Formula X,,,,,,,,,,0,0,0,0,0,True
P410894,full,The System XCEL™ - Gel-Like Nail Polish Set,Formula X,,,,,,,,,,0,0,0,0,0,True
P410896,full,Very Berry - Shades of Berry Nail Polish Set,Deborah Lippmann,4.2727,22.0,2.0,0.0,3638.0,36.0,,Makeup:Nail:Nail Sets,,3,0,0,4,15,False
P410897,full,Lisse Luxe Hair Turban,Aquis,4.1333,45.0,4.0,9.0,5229.0,30.0,,Hair:Hair Tools:Hair Accessories,,5,4,2,3,31,False
P410899,full,About Last Night Style Eye Con No 20 Eyeshadow Palette,Marc Jacobs Beauty,,,,,,,,,,0,0,0,0,0,True
P410940,full,Instant Ink 24-Hour Brush Eyeliner,Laura Mercier,,,,,,,,,,0,0,0,0,0,True
P411000,full,Mask Sampler Kit,Peter Thomas Roth,,,,,,,,,,0,0,0,0,0,True
P411014,full,Sugar Cream Lip Treatment,Fresh,3.7174,46.0,3.0,5.0,5095.0,24.0,0.33 oz/ 10 mL,Skincare:Lip Treatments:Lip Balms & Treatments,JP:SE:KR:NL:GB:AU:DE:NO,3,7,10,6,20,False
P411015,full,FreshFace Instant Glow Luminizer,Fresh,3.7083,24.0,6.0,11.0,3305.0,38.0,1 oz/ 30 mL,Skincare:Moisturizers:Moisturizers,JP:SE:KR:NL:GB:AU:DE:NO,2,4,4,3,11,False
P411016,full,Soy Face Cleansing Milk,Fresh,3.7632,38.0,4.0,9.0,1910.0,38.0,6.7 oz,Skincare:Cleansers:Face Wash & Cleansers,JP:SE:KR:NL:GB:AU:DE:NO,6,2,5,7,18,False
P411017,full,GLAMAZING Kit,Glamglow,,,,,,,,,,0,0,0,0,0,True
P411018,full,Queen of Hungary Mist Limited Edition,Omorovicza,,,,,,,,,,0,0,0,0,0,True
P411020,partial,Radiance Activator Treat + Prep + Glow,The Estée Edit,4.4406,749.0,3.0,9.0,2167.0,55.0,1 oz/ 30 mL,Makeup:Face:Face Primer,,3,18,54,245,429,False
P411021,full,microdermabrasion age defying exfoliator + mini PoreDermabrasion™,Dr. Brandt Skincare,,,,,,,,,,0,0,0,0,0,True
P411023,full,Rouge Rouge Lipstick,Shiseido,4.9286,14.0,2.0,1.0,3184.0,28.0,0.14 oz,Makeup:Lip:Lipstick,,0,0,0,1,13,False
P411024,full,Abeille Royale Day Cream,Guerlain,5.0,1.0,0.0,0.0,419.0,154.0,1.6 oz,Skincare:Moisturizers:Moisturizers,JP:KR:NL:GB:AU:DE:NO,0,0,0,0,1,False
P411025,full,Abeille Royale Night Cream,Guerlain,4.381,21.0,2.0,1.0,711.0,182.0,1.6 oz,Skincare:Moisturizers:Night Creams,JP:KR:NL:GB:AU:DE:NO,0,1,3,4,13,False
P411026,partial,Full Dry Volume Blast™,Living Proof,4.4815,1325.0,13.0,48.0,18520.0,29.0,7.5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,AU:CA,26,28,65,373,835,False
P411027,full,Blurring Mousse Camo Foundation,Dermablend,4.1111,18.0,3.0,2.0,2529.0,38.0,1 oz,Makeup:Face:Foundation,CA,3,0,0,4,11,False
P411028,full,Full Root Lift,Living Proof,4.0,12.0,1.0,2.0,1514.0,27.0,5.5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,AU,2,1,0,1,8,False
P411031,full,Moschino Fresh Couture,Moschino,4.2182,55.0,8.0,11.0,9527.0,62.0,1.7 oz,Fragrance:Women:Perfume,,4,0,7,13,31,False
P411033,full,Liquid Moondust Cream Eyeshadow,Urban Decay,3.5887,141.0,7.0,22.0,29978.0,22.0,0.17 oz/ 5 mL,Makeup:Eye:Eyeshadow,JP:SE:KR:NL:GB:AU:DE:NO,15,26,15,33,53,False
P411034,full,Hello Canada! Set,Kat Von D,,,,,,,,,,0,0,0,0,0,True
P411035,full,Razor Sharp Water-Resistant Longwear Liquid Eyeliner,Urban Decay,3.9249,213.0,11.0,22.0,29560.0,22.0,0.07 oz,Makeup:Eye:Eyeliner,JP:SE:KR:NL:GB:AU:DE:NO,19,20,21,51,102,False
P411036,full,Rouge Dior Lipstick,Dior,3.9551,89.0,4.0,8.0,23253.0,35.0,0.12 oz,Makeup:Lip:Lipstick,JP:SE:KR:NL:GB:AU:DE:NO,5,8,16,17,43,False
P411038,partial,Multistick,Bite Beauty,4.459,1647.0,32.0,150.0,65090.0,24.0,0.17oz / 4.75 g,Makeup:Lip:Lipstick,,18,21,111,534,963,False
P411039,full,Multi-Perfecting Concealer,Guerlain,4.5238,21.0,3.0,2.0,3785.0,40.0,0.4 oz,Makeup:Face:Concealer,JP:KR:NL:GB:AU:DE:NO,0,1,1,2,16,False
P411042,full,The Foundation Brush,Guerlain,4.8333,12.0,2.0,3.0,2025.0,52.0,,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes,JP:KR:NL:GB:AU:DE:NO,0,0,1,0,11,False
P411044,full,Mineral Illuminator SPF 25,Sweat Cosmetics,5.0,5.0,1.0,0.0,1131.0,42.0,0.09 oz,Makeup:Face:Highlighter,CA,0,0,0,0,5,False
P411046,full,Mineral Bronzer SPF 25,Sweat Cosmetics,4.0,3.0,1.0,1.0,347.0,42.0,0.09 oz,Makeup:Cheek:Bronzer,CA,0,1,0,0,2,False
P411049,full,Happy Birthday Gift Card,Sephora Collection,0.0,0.0,2.0,1.0,0.0,50.0,,Gifts,CA,0,0,0,0,2,False
P411100,full,24K Gold Pure Luxury Age-Defying Hair Mask,Peter Thomas Roth,4.5,14.0,5.0,5.0,1931.0,75.0,4.9 oz,Hair:Hair Styling & Treatments:Hair Masks,AU:CA,1,0,1,1,11,False
P411206,full,Smart Profile™ Pink Sonic Cleansing Device Set,Clarisonic,,,,,,,,,,0,0,0,0,0,True
P411208,full,Flash Hydro-Boost Instant Plumping Emulsion,Ren,4.4444,81.0,16.0,38.0,4408.0,42.0,1.3 oz,Skincare:Treatments:Face Serums,AU,2,4,8,9,58,False
P411209,full,Wild Rose Brightening Targeted Tone Corrector,Korres,3.8333,12.0,7.0,5.0,1611.0,43.0,1.01 oz,Skincare:Treatments:Face Serums,CA,2,1,1,1,7,False
P411210,full,Black Pine Detoxifying Mineral Bar,Korres,4.55,20.0,5.0,7.0,908.0,28.0,5.3 oz,Skincare:Cleansers:Face Wash & Cleansers,CA,1,1,0,2,16,False
P411211,full,The Ultimate Sport Luxe Set,Lavanila,5.0,2.0,2.0,2.0,822.0,29.0,,Bath & Body:Value & Gift Sets,CA,0,0,0,0,2,False
P411212,full,Cookie & Body Ice Cream,It'S Skin,4.6023,176.0,6.0,28.0,9365.0,10.0,2.7 oz,Bath & Body:Body Moisturizers:Body Lotions & Body Oils,CA,2,6,9,27,133,False
P411213,full,Mini Bebe Hand Cream,It'S Skin,4.0526,57.0,1.0,1.0,3966.0,5.0,1 oz,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream,CA,4,6,6,8,34,False
P411214,full,Max in Pocket Lip Balm,Too Cool For School,3.9259,27.0,3.0,6.0,4426.0,12.0,0.12 oz,Skincare:Lip Treatments:Lip Balms & Treatments,,1,3,4,8,11,False
P411215,full,Kazkaza Cleansing Wipes,Too Cool For School,3.8571,49.0,1.0,1.0,1180.0,6.0,20 sheets,Skincare:Cleansers:Face Wipes,,3,7,7,9,23,False
P411216,full,Oilloziuza Cleansing Oil,Too Cool For School,4.7692,13.0,2.0,2.0,1374.0,28.0,6.08 oz,Skincare:Cleansers:Face Wash & Cleansers,,0,0,0,3,10,False
P411217,full,Sitkoza Cleansing Gel,Too Cool For School,5.0,1.0,0.0,0.0,419.0,20.0,5.07 oz,Skincare:Cleansers:Face Wash & Cleansers,,0,0,0,0,1,False
P411218,full,Xakziuza Cleansing Water,Too Cool For School,4.2857,7.0,0.0,0.0,684.0,24.0,6.76 oz,Skincare:Cleansers:Face Wash & Cleansers,,0,0,2,1,4,False
P411219,full,Ziukoza Lip & Eye Makeup Remover,Too Cool For School,4.4545,11.0,4.0,2.0,991.0,12.0,3.38 oz,Skincare:Cleansers:Makeup Removers,,0,0,1,4,6,False
P411224,full,Stay All Day® Lip Liner,Stila,4.3636,22.0,3.0,1.0,6256.0,20.0,0.012 oz,Makeup:Lip:Lip Liner,KR:GB:AU,0,3,1,3,15,False
P411225,full,Brow Defining Cream,Nars,4.4286,7.0,2.0,1.0,1495.0,24.0,0.1 oz,Makeup:Eye:Eyebrow,JP:SE:KR:NL:GB:AU:DE:NO,0,1,0,1,5,False
P411226,full,ROUGE PUR COUTURE Star Clash Edition Lipstick,Yves Saint Laurent,,,,,,,,,,0,0,0,0,0,True
P411227,full,NARSISSIST Dual-Intensity Cheek Palette,Nars,,,,,,,,,,0,0,0,0,0,True
P411228,full,Flash Luminizer Radiance Booster Pen,Dior,4.25,8.0,3.0,0.0,2008.0,40.0,0.09 oz/ 2.66 mL,Makeup:Face:Highlighter,JP:SE:KR:NL:GB:AU:DE:NO,0,1,1,1,5,False
P411229,full,Diorskin Nude Air Luminizer Powder,Dior,4.7063,143.0,32.0,51.0,28541.0,56.0,0.21 oz/ 5.95 g,Makeup:Face:Highlighter,JP:SE:KR:NL:GB:AU:DE:NO,2,4,5,12,121,False
P411231,full,Advanced Night Repair Intensive Recovery Ampoules,Estée Lauder,4.8,5.0,6.0,5.0,1710.0,110.0,60 ampoules,Skincare:Treatments:Face Serums,JP:KR:NL:GB:DE:NO,0,0,0,1,4,False
P411232,full,REVEAL Concentrated Luminizing Drops,Algenist,4.4211,38.0,6.0,10.0,3243.0,38.0,0.5 oz,Makeup:Face:Highlighter,,1,2,4,4,27,False
P411233,full,SUPERMUD™ & SUPERCLEANSE™ Duo,Glamglow,,,,,,,,,,0,0,0,0,0,True
P411234,full,Daily UV Protector™ Whipped Mineral Sunscreen Broad Spectrum SPF 30,Colorescience,4.5,6.0,0.0,0.0,399.0,34.0,1 oz/ 30 mL,Skincare:Sun Care:Face Sunscreen,CA,0,1,0,0,5,False
P411236,full,Passport To Bronze Deluxe Bronzer & Flatbuki Brush Set,Too Faced,4.3548,93.0,9.0,16.0,21686.0,25.0,3 x 0.08 oz,Makeup:Cheek:Bronzer,AU,3,5,6,21,58,False
P411243,full,About Lash Night 3-Piece Mascara And Eyeliner Collection,Marc Jacobs Beauty,4.0,4.0,2.0,2.0,4760.0,36.0,,Makeup:Eye:Eye Sets,,0,1,0,1,2,False
P411244,full,Object Of Desire Face and Eye Palette,Marc Jacobs Beauty,4.0732,41.0,5.0,5.0,12550.0,69.0,,Makeup:Makeup Palettes,,2,3,4,13,19,False
P411245,full,Up All Night Five-Piece Petites Le Marc Lip Crème Collection,Marc Jacobs Beauty,,,,,,,,,,0,0,0,0,0,True
P411246,full,Cake Mascara,Bésame Cosmetics,4.1333,30.0,13.0,30.0,10015.0,25.0,0.39 oz,Makeup:Eye:Mascara,,2,4,0,6,18,False
P41124789,full,Ambient® Strobe Lighting Blush Palette,Hourglass,,,,,,,,,,0,0,0,0,0,True
P411251,full,Pro Sculpting Brow Palette,Make Up For Ever,3.6,5.0,0.0,0.0,1608.0,42.0,,Makeup:Eye:Eyebrow,JP:KR:NL:GB:DE:NO,1,1,0,0,3,False
P411254,full,MAGNETIGHT Age-Defier™,Dr. Brandt Skincare,3.8344,163.0,12.0,38.0,13523.0,75.0,3 oz,Skincare:Masks:Face Masks,,28,9,14,23,89,False
P411301,full,Amazing Grace Eau de Parfum,Philosophy,3.8889,9.0,0.0,0.0,630.0,56.0,2 oz,Fragrance:Women:Perfume,AU:CA,2,0,1,0,6,False
P411302,full,Precision Felt Eyeliner,Guerlain,3.6667,6.0,0.0,0.0,565.0,32.0,0.03 oz,Makeup:Eye:Eyeliner,JP:KR:NL:GB:AU:DE:NO,1,1,0,1,3,False
P411320,partial,Liquid Matte Lipstick,Huda Beauty,4.1411,893.0,43.0,86.0,164416.0,20.0,0.17 oz/ 5 mL,Makeup:Lip:Lipstick,,57,62,88,181,511,False
P411321,full,Amazing Grace Jumbo Gift Set,Philosophy,,,,,,,,,,0,0,0,0,0,True
P411323,full,Amazing Grace Firming Body Emulsion Holiday Edition,Philosophy,0.0,0.0,0.0,0.0,268.0,55.0,,Fragrance:Women:Lotions & Oils,AU:CA,0,0,0,0,0,False
P411324,full,Cashmere Aura Rollerball,Donna Karan,4.5,2.0,0.0,0.0,211.0,28.0,0.34 oz,Fragrance:Women:Rollerballs & Travel Size,JP:SE:KR:NL:GB:AU:DE:CA:NO,0,0,0,1,1,False
P411325,full,Dylan Blue,Versace,4.7273,22.0,1.0,1.0,1288.0,65.0,1.7 oz/ 50 mL,Fragrance:Men:Cologne,,0,1,1,1,19,False
P411327,full,Dark Rebel Rider,John Varvatos,4.0,9.0,0.0,0.0,217.0,69.0,2.5 oz/ 75 mL,Fragrance:Men:Cologne,,2,0,0,1,6,False
P411329,full,Walk On Air Gift Set,Kate Spade New York,5.0,2.0,1.0,1.0,524.0,98.0,,Fragrance:Value & Gift Sets:Perfume Gift Sets,,0,0,0,0,2,False
P411330,full,Live Colorfully Gift Set,Kate Spade New York,5.0,1.0,0.0,0.0,441.0,98.0,,Fragrance:Value & Gift Sets:Perfume Gift Sets,,0,0,0,0,1,False
P411331,full,Eau de Parfum Discovery Set,Etat Libre D'Orange,3.3333,9.0,0.0,0.0,1219.0,19.0,,Fragrance:Value & Gift Sets:Perfume Gift Sets,,1,1,2,4,1,False
P411356,full,mighty mini dryer coral pink + wink,Amika,,,,,,,,,,0,0,0,0,0,True
P411357,full,Wave Maker™,Devacurl,4.0588,34.0,4.0,8.0,2448.0,26.0,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,,4,1,2,9,18,False
P411358,full,Vitamin B3+ Niacinamide Serum RESCUE TROUBLED SKIN,Skin Inc.,3.375,16.0,6.0,10.0,3722.0,45.0,0.34 oz,Skincare:Treatments:Face Serums,,4,3,0,1,8,False
P411359,full,Rosarco™ Blow Dry Perfection Heat Protectant Crème,Briogeo,4.6146,96.0,4.0,9.0,3486.0,24.0,4 oz,Hair:Hair Styling & Treatments:Hair Styling Products,,6,0,1,11,79,False
P411360,full,Hyaluronic Marine Hydrating Modeling Mask,Dr. Dennis Gross Skincare,4.0455,22.0,2.0,8.0,2836.0,46.0,4 treatments,Skincare:Masks:Face Masks,AU,2,1,3,4,12,False
P411361,full,C + Collagen Perfect Skin Set & Refresh Mist,Dr. Dennis Gross Skincare,4.1818,11.0,1.0,0.0,1941.0,30.0,3 oz,Skincare:Moisturizers:Mists & Essences,AU,0,3,0,0,8,False
P411362,full,Phytologist Botanical Scalp and Hair Concentrate,Phyto,5.0,3.0,1.0,0.0,547.0,95.0,12 x 0.12 oz,Hair:Hair Styling & Treatments:Scalp & Hair Treatments,,0,0,0,0,3,False
P411363,full,Tint & Texture Color Density Treatment,Keranique,3.6667,3.0,3.0,0.0,332.0,34.0,3.7 oz,Hair:Best For:Hair Color,CA,1,0,0,0,2,False
P411365,full,Retinol Youth Renewal Serum,Murad,4.04,25.0,4.0,3.0,3255.0,88.0,1 oz,Skincare:Treatments:Face Serums,JP:KR:NL:GB:DE:CA:NO,2,4,1,2,16,False
P411366,full,Liquid BB Crème Au Ginseng Cushion Compact,Erborian,3.75,4.0,1.0,1.0,458.0,48.0,0.49 oz/ 14 g,Skincare:Moisturizers:BB & CC Creams,JP:KR:NL:GB:DE:NO,1,0,0,1,2,False
P411367,full,DIRTY DETOX™ Skin Glowing and Refining Mud Mask,Bareminerals,,,,,,,,,,0,0,0,0,0,True
P411368,full,Skinsorials™ Double Cleansing Brush,Bareminerals,3.0,1.0,1.0,1.0,415.0,18.0,,Skincare:High Tech Tools:Cleansing,JP:SE:KR:NL:GB:AU:DE:NO,0,0,1,0,0,False
P411369,full,Skinsorials™ MIX. EXFOLIATE. SMOOTH.™,Bareminerals,4.875,8.0,3.0,1.0,1041.0,22.0,0.88 oz,Skincare:Cleansers:Exfoliators,JP:SE:KR:NL:GB:AU:DE:NO,0,0,0,1,7,False
P411370,full,Double Cleansing Method™,Bareminerals,5.0,2.0,1.0,0.0,1374.0,39.0,,Skincare:Value & Gift Sets,JP:SE:KR:NL:GB:AU:DE:NO,0,0,0,0,2,False
P411387,full,Age Prevention Superfood Cleanser,Youth To The People,4.4128,109.0,10.0,38.0,9748.0,36.0,8 oz,Skincare:Cleansers:Face Wash & Cleansers,,6,4,8,12,81,False
P411388,full,Age Prevention Superfood Cream,Youth To The People,4.0,133.0,13.0,27.0,9276.0,48.0,2 oz,Skincare:Moisturizers:Moisturizers,,12,7,18,28,68,False
P411389,full,Age Prevention Superfood Serum,Youth To The People,4.2963,27.0,8.0,9.0,4305.0,62.0,1 oz,Skincare:Treatments:Face Serums,,3,2,2,3,20,False
P411390,full,Masking All The Way,Dr. Jart+,,,,,,,,,,0,0,0,0,0,True
P411391,full,Bye Bye Under Eye™ Full Coverage Anti-Aging Waterproof Concealer,It Cosmetics,4.1688,154.0,18.0,49.0,17256.0,24.0,0.28 oz,Makeup:Eye:Under-Eye Concealer,CA,10,14,11,24,95,False
P411392,full,Bye Bye Pores™ Poreless Finish Airbrush Powder,It Cosmetics,3.4237,59.0,8.0,15.0,6241.0,24.0,0.23 oz,Makeup:Face:Setting Spray & Powder,CA,12,8,4,13,22,False
P411393,full,Bye Bye Redness™ Neutralizing Correcting Cream,It Cosmetics,4.1783,129.0,11.0,43.0,8001.0,32.0,0.37 oz,Skincare:Moisturizers:Moisturizers,CA,10,6,9,30,75,False
P411394,full,Heavenly Skin™ Bye Bye Pores™ Powder Brush #701,It Cosmetics,4.7,10.0,4.0,5.0,4242.0,58.0,,Makeup:Brushes & Applicators:Face Brushes,CA,0,0,1,1,8,False
P411395,full,Je Ne Sais Quoi™ Hydrating Color Awakening Lip Treatment,It Cosmetics,3.7692,39.0,6.0,18.0,5286.0,24.0,0.11 oz,Skincare:Lip Treatments:Lip Balms & Treatments,CA,4,6,4,6,19,False
P411396,full,Superhero™ Elastic Stretch Volumizing Mascara,It Cosmetics,4.039,205.0,7.0,23.0,6651.0,24.0,0.3 oz,Makeup:Eye:Mascara,CA,23,17,18,18,129,False
P411397,full,Brow Power™ Universal Brow Pencil,It Cosmetics,4.7381,42.0,5.0,10.0,2786.0,24.0,0.0056 oz,Makeup:Eye:Eyebrow,CA,0,2,0,5,36,False
P411398,full,Bye Bye Lines Serum™ Advanced Anti-Aging Wrinkle-Smoothing Miracle Concentrate,It Cosmetics,4.1818,11.0,6.0,11.0,3207.0,58.0,1 oz,Skincare:Treatments:Face Serums,CA,0,1,3,0,7,False
P411399,full,Bye Bye Makeup™ 3-in-1 Makeup Melting Cleansing Balm,It Cosmetics,4.4885,131.0,15.0,41.0,9523.0,38.0,2.82 oz,Skincare:Cleansers:Face Wash & Cleansers,CA,5,4,7,21,94,False
P411400,full,Bye Bye Pores Primer™ Oil-Free Poreless Skin-Perfecting Serum Primer,It Cosmetics,3.2759,58.0,7.0,12.0,7471.0,38.0,1 oz,Skincare:Treatments:Face Serums,CA,14,10,5,4,25,False
P411401,full,"Bye Bye Under Eye Eye Cream™ Smooths, Brightens, Depuffs",It Cosmetics,3.6194,155.0,24.0,38.0,20502.0,48.0,0.5 oz,Skincare:Eye Care:Eye Creams & Treatments,CA,27,20,14,25,71,False
P411402,full,Bye Bye Under Eye Illumination™ Full Coverage Anti-Aging Waterproof Concealer,It Cosmetics,3.6107,298.0,12.0,43.0,20303.0,24.0,0.28 oz,Makeup:Eye:Under-Eye Concealer,CA,56,31,26,45,142,False
P411403,full,Confidence in a Cream™ Transforming Moisturizing Super Cream,It Cosmetics,4.6339,112.0,15.0,22.0,8610.0,48.0,2 oz,Skincare:Moisturizers:Moisturizers,CA,1,2,8,15,87,False
P411500,full,BioREWIND™ AM Full-Spectrum Antioxidant Serum,Dermarche Labs,5.0,4.0,0.0,0.0,220.0,125.0,1 oz,Skincare:Treatments:Face Serums,,0,0,0,0,4,False
P411501,full,BioREWIND™ PM Pro-Grade Retinoid Repairing Serum,Dermarche Labs,5.0,4.0,1.0,0.0,526.0,125.0,1 oz,Skincare:Treatments:Face Serums,,0,0,0,0,4,False
P411508,full,Holographic Stick,Milk Makeup,3.8918,268.0,19.0,66.0,44485.0,28.0,1 oz,Makeup:Face:Highlighter,JP:KR:NL:GB:DE:NO,15,30,43,61,121,False
P411510,full,GRANDIÔSE Bendable Liquid Eyeliner,Lancôme,3.3649,74.0,2.0,10.0,4790.0,32.0,0.047 oz,Makeup:Eye:Eyeliner,JP:SE:KR:NL:GB:DE:NO,13,10,16,7,28,False
P411525,full,GRANDIÔSE Extreme Wide-Angle Extreme Volume Mascara,Lancôme,3.6329,79.0,2.0,3.0,4270.0,32.0,0.35 oz,Makeup:Eye:Mascara,JP:SE:KR:NL:GB:DE:NO,13,12,6,8,40,False
P411526,full,Sourcils Styler Brow Styler,Lancôme,3.375,8.0,1.0,0.0,1010.0,26.5,0.22 oz,Makeup:Eye:Eyebrow,JP:SE:KR:NL:GB:DE:NO,2,1,1,0,4,False
P411527,full,Pixel Perfect Retractable Brush,Wander Beauty,3.0,2.0,0.0,0.0,398.0,36.0,,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes,,1,0,0,0,1,False
P411528,full,Carryon Lip and Cheek Gel,Wander Beauty,4.3636,11.0,1.0,1.0,2060.0,22.0,0.0915 oz/ 2.6 g,Makeup:Cheek:Blush,,0,1,0,4,6,False
P411529,full,Wanderlust Powder Foundation,Wander Beauty,4.4333,30.0,6.0,3.0,1824.0,40.0,0.31 oz,Makeup:Face:Foundation,,1,2,2,3,23,False
P411530,full,#ColorCurators: Atlantic-Pacific Edition - Nail Polish Collection,Formula X,,,,,,,,,,0,0,0,0,0,True
P411531,full,Pop Liquid Matte Lip Colour + Primer,Clinique,3.7647,17.0,1.0,0.0,4960.0,18.5,0.2 oz,Makeup:Lip:Lipstick,JP:KR:NL:GB:DE:NO,1,2,1,9,4,False
P411532,full,Makeup Brush Cleaner Travel Set,Cinema Secrets,4.1892,111.0,5.0,13.0,12144.0,8.0,,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners,,4,6,15,26,61,False
P411533,full,Walk On Air Sunset,Kate Spade New York,0.0,0.0,0.0,0.0,299.0,95.0,,Fragrance:Women:Perfume,,0,0,0,0,0,False
P411534,full,Live Colorfully Sunset,Kate Spade New York,0.0,0.0,1.0,1.0,118.0,95.0,,Fragrance:Women:Perfume,CA,0,0,0,0,0,False
P411536,full,Michael Kors Gorgeous Gift Set,Michael Kors,4.0,2.0,1.0,0.0,424.0,124.0,,Fragrance:Value & Gift Sets:Perfume Gift Sets,JP:KR:NL:GB:DE:CA:NO,0,0,0,2,0,False
P411539,full,Cicapair™ Tiger Grass Cream,Dr. Jart+,4.3026,152.0,22.0,46.0,8824.0,48.0,1.7 oz,Skincare:Moisturizers:Moisturizers,KR,8,11,8,25,100,False
P411540,full,Cicapair ™ Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,4.3532,402.0,51.0,155.0,20681.0,52.0,1.7 oz,Skincare:Treatments:Face Serums,KR:CA,17,29,21,63,273,False
P411543,full,LUNA™ play Cleansing Discovery Must-Haves,Foreo,3.6,5.0,3.0,6.0,2242.0,39.0,,Skincare:High Tech Tools:Cleansing,CA,0,1,2,0,2,False
P411544,full,LUNA™ 2 for Sensitive Skin with belif - Brighter Together,Foreo,,,,,,,,,,0,0,0,0,0,True
P411547,full,Wonderwand Intensely Volumising Mascara,Ciaté London,4.0645,62.0,3.0,12.0,2514.0,22.0,0.32 oz,Makeup:Eye:Mascara,,6,7,4,5,40,False
P411548,full,Wonderwand Gel-kohl Eyeliner Pencil,Ciaté London,3.6667,9.0,1.0,1.0,1662.0,18.0,0.04 oz,Makeup:Eye:Eyeliner,,2,1,0,1,5,False
P411549,full,Snow Globe Nail Polish Set,Ciaté London,,,,,,,,,,0,0,0,0,0,True
P411551,full,Kiss Collective: Mini Liquid Velvet™ Trio,Ciaté London,,,,,,,,,,0,0,0,0,0,True
